"id","common_name","latin_name","family","in_hells_canyon_book","is_invasive","native_nonnative","color","note","desc","photographer"
79,"False Dandelion","Microseris sp.","Asteraceae","TRUE","FALSE",,"YELLOW",,"Told from true dandelion by its long, skinny leaves. ",
74,"Groundsel / Butterweed","Senecio serra","Asteraceae","TRUE","FALSE",,"YELLOW","Is it in fact toxic to livestock? ","Toxic to livestock. ",
75,"Goatsbeard / Salsify","Tragopogon dubius","Asteraceae","TRUE","TRUE",,"YELLOW",,,
528,"Goatsbeard / Salsify","Tragopogon dubius","Asteraceae","TRUE","TRUE",,"YELLOW",,"Yellow bloom; looks like a giant dandelion when gone to seed. Also called Oysterplant, as its root supposedly tastes like oysters. ",
5,"Oregon Grape","Berberis repens","Berberaceae","TRUE","FALSE",,"YELLOW",,"Somewhat evergreen; many leaves retained through winter. Yellow flowers and berries.",
6,"Fiddleneck","Amsinckia menziesii","Boraginaceae","TRUE","FALSE",,"YELLOW",,"Flowers inconspicuous and coiled like a scorpion’s tail.",
2,"Common Bugloss / Blueweed","Anchusa officianalis","Boraginaceae","TRUE","TRUE",,"BLUE",,"Highly invasive weed, especially in moist areas. Flower is deep blue. ",
19,"Houndstongue / Beggar Ticks","Cynoglossum officinale","Boraginaceae","TRUE","TRUE",,"PINKISH / MAGENTA",,"Invasive biennial weed. First year plant is a rosette of foliage with no bloom. Second year plant sends up a blooming stalk with purple-red flowers that bees love. Flowers ripen into velcro-like stickers. If you don’t find this one, your dog will!",
15,"Mountain Bluebell","Mertensia longifolia","Boraginaceae","TRUE","FALSE",,"BLUE",,"Blooms in late spring to early summer. Very blue, tubular flowers.",
47,"Common Mustard / Whitlow Grass","Draba sp.","Brassicaceae","TRUE","BOTH",,"WHITE",,"This very large genus includes both native and non-native plants ranging in height from 2-15”. Many are small and not showy. ",
40,"Wallflower","Erysimum capitatum","Brassicaceae","TRUE","FALSE",,"YELLOW",,"Yellow, sweet-smelling blooms appear in late spring and early summer. ",
458,"Ball Cactus","Coryptantha missouriensis","Cactaceae","TRUE","FALSE",,"PINK",,"A rare cactus in Hells Canyon uplands. Very compact and low to the ground. ",
454,"Prickly Pear","Opuntia sp.","Cactaceae","TRUE","FALSE",,"YELLOW",,,
455,"Prickly Pear","Opuntia sp.","Cactaceae","TRUE","FALSE",,"YELLOW",,,
509,"Prickly Pear","Opuntia sp.","Cactaceae","TRUE","FALSE",,"YELLOW",,,
473,"Prickly Pear","Opuntia sp.","Cactaceae","TRUE","FALSE",,"YELLOW",,"The common cactus in Hells Canyon. Yellow flowers and long, sharp spines. ",
29,"Snake River Greasewood / Spiny Greenbush","Glossopetalon spinescens","Crossosomataceae","TRUE","FALSE",,"WHITE",,"Distinctive green-stemmed shrub with tiny leaves. Stands 1-3’ tall. ",
33,"Chickweed","Cerastium arvense","Caryophyllaceae","TRUE","FALSE",,"WHITE","Double check ID with Rob. Is it Cerastium? Eremogone? Moehringia? Sabulina? ","Fairly conspicuous white flowers. ",
28,"Needle-leaf Sandwort","Eremogone aculeata","Caryophyllaceae","TRUE","FALSE",,"WHITE",,"Short, cushiony clump of tiny white blooms. Likes dry, gravelly soil.",
34,"Campion","Silene latifolia","Caryophyllaceae","TRUE","TRUE",,"WHITE","Lychis or Silene? Check species. Also should it be “non-native” or “invasive”? ","Showy white blossoms. Plant is 1-2’ tall. ",
30,"Bindweed","Convolvulus arvensis","Convolvulaccae","TRUE","TRUE",,"WHITE TO PINKISH",,,
530,"Bindweed","Convolvulus arvensis","Convolvulaccae","TRUE","TRUE",,"WHITE TO PINKISH",,"Vining perennial invasive weed. ",
46,"Sharp-leaved Sedum / Stonecrop","Sedum stenopetalum","Crassulariaceae","TRUE","FALSE",,"YELLOW",,"Common in rocky, dry sites. Can also be found among rocks in mountains.",
536,"Teasel","Dipsacus ","Dipsacaceae","TRUE","TRUE",,"PURPLE",,"This photo shows both teasel and flannel mullein. Teasel is the tall plant to the right of center. It blooms purple and the head ripens to a spiny brown seedhead at the end of the stem.",
100,"Leafy Spurge","Euphorbia esula","Euphorbiaceae","TRUE","TRUE",,"YELLOW",,"Very invasive weed with yellow-green flowers and milky sap. Toxic to livestock. ",
132,"Lupine","Lupinus sp.","Fabaceae","TRUE","FALSE",,"PURPLE",,"The palmately compound leaves help identify these plants, which consist of many different species in any different habitats. ",
134,"Lupine","Lupinus sp.","Fabaceae","TRUE","FALSE",,"PURPLE",,,
148,"Big-headed Clover","Trifolium macrocephalum","Fabaceae","TRUE","FALSE",,"PINK",,"Flower heads are golf-ball sized and 6-8” tall.",
119,"Shining Frasera","Frasera albicaulis","Gentianaceae","TRUE","FALSE",,"PURPLE",,"Can be confused with common camas, but each flower has only four petals rather than six, and the leaf edges are whitish.",
112,"Green Gentian / Monument Plant","Frasera speciosa","Gentianaceae","TRUE","FALSE",,"WHITE / GREEN",,"Biennial that forms a rosette of long, strap-like leaves in its first year; sends up a 2-5’ tall spike of unique whitish-green flowers in its second year.",
113,"Green Gentian / Monument Plant","Frasera speciosa","Gentianaceae","TRUE","FALSE",,"WHITE / GREEN",,,
524,"Filaree / Stork’s Bill","Geranium molle","Geraniaceae","TRUE","TRUE",,"PINK","Double check ID. Geranium molle? ","Usually 3-4” tall with tiny pink flowers and lobed leaves. Flower matures into a long, pointed seed capsule which resembles a stork’s bill to some. ",
531,"Filaree / Stork’s Bill","Geranium molle","Geraniaceae","TRUE","TRUE",,"PINK",,,
114,"Sticky Geranium","Geranium viscosissimum","Geraniaceae","TRUE","FALSE",,"PINK",,"Very showy, early-summer bloomer in grasslands and open forests. ",
341,"Syringa / Mock Orange","Philadelphus lewisii","Hydrangeaceae","TRUE","FALSE",,"WHITE",,"A sweet-smelling shrub that blooms in late spring in the canyon. Another of our plants named for Captain Meriweather Lewis.",
110,"Waterleaf / Woolly Breeches","Hydrophyllum capitatum","Hydrophyllaceae","TRUE","FALSE",,"PURPLE",,"Ball-shaped flower cluster is often hidden below leaves.",
111,"Scorpion Weed","Phacelia hastata","Hydrophyllaceae","TRUE","FALSE",,"WHITE","Double check hastata?","Short-lived Oregon native perennial, so-named because the flower spike is curled like a scorpion’s tail.",
128,"Linear-leaf Phacelia","Phacelia linearis","Hydrophyllaceae","TRUE","FALSE",,"BLUE",,"Light purplish-blue blossoms on a 6-10” tall plant.",
125,"St John’s Wort","Hypericum perforatum","Hypericaceae","TRUE","TRUE",,"YELLOW",,"Invasive weed. Hold leaves up to light and see the tiny “perforations,” actually lighter green markings, on leaves. ",
123,"Grass Widow","Sisyrinchium ??","Iridaceae","TRUE","TRUE",,"PURPLE / PINK","Check species ID. ","Early-blooming, magenta-pink. 5-8” tall. Often covers the ground with many plants together.",
160,"Big-podded Mariposa","Calochortus macrocarpus","Liliaceae","TRUE","FALSE",,"WHITE / PURPLE",,"“Mariposa” means “butterfly” in Spanish. These members of the Lily family not only resemble butterflies, but are also attractive nectar sources for them.",
172,"Yellowbell ","Fritillaria pudica","Liliaceae","TRUE","FALSE",,"YELLOW","seed pods","One of the earliest spring blooms. 3-6” tall. Forms a round white seed pod. ",
173,"Yellowbell","Fritillaria pudica","Liliaceae","TRUE","FALSE",,"YELLOW",,,
175,"Yellowbell","Fritillaria pudica","Liliaceae","TRUE","FALSE",,"YELLOW",,,
211,"Blue Flax","Linum perenne","Linaceae","TRUE","FALSE",,"BLUE",,"A showy yet delicate bloom on the end of a 15-24” stem. Leaves are very small. ",
208,"Panicled Death Camas","Toxicoscordion paniculatum","Melanthiaceae","TRUE","FALSE",,"WHITE",,"Although the blooms are completely different than those of Common Camas, the roots are very similar in looks but are toxic. Definitely not used as food. ",
140,"Horsemint","Agastache urticifolia","Menthaceae","TRUE","FALSE",,"PURPLE",,"This mint-family member grows in vigorous clumps and is very popular with insect pollinators. Up to 3’ tall.",
310,"Spring Beauty","Claytonia megarhiza","Montiaceae","TRUE","FALSE",,"PINK / WHITE",,"As its name implies, this plant blooms in spring. All parts are edible.",
304,"Columbia Lewisia","Lewisia columbiana","Montiaceae","TRUE","FALSE",,"WHITE",,"A semi-succulent plant named after Meriweather Lewis of the Lewis and Clark expedition. Only found in dry, rocky sites.",
207,"McFarlane’s Four o’clock","Mirabilis mcfarlanei","Nyctaginaceae","TRUE","FALSE",,"PINK",,"A very distinctive, round-leaved perennial known from only a few upland sites in Hells Canyon. Named after an early Snake River boatman.",
220,"Clarkia / Farewell to Spring","Clarkia pulchella","Onagraceae","TRUE","FALSE",,"PINK",,"This plant was one of many that were collected by Lewis and Clark, and named accordingly.",
235,"Chatterbox Orchid / Giant Helleborine","Epipactis gigantea","Orchidaceae","TRUE","FALSE",,"GREEN",,"One of more than a dozen species of orchids in northeast Oregon, this one is found along moist springs in Hells Canyon.",
507,"Paintbrush","Castilleja sp.","Orobanchaceae","TRUE",,,,,,
385,"Paintbrush","Castilleja sp.","Orobanchaceae","TRUE","FALSE",,"RED / WHITE / YELLOW",,"We have many varieties of paintbrush, in colors ranging from pale yellow to orangeish-red to scarlet. All are partially parasitic plants, often associated with sagebrush. ",
249,"Broomrape","Orobanche uniflora","Orobanchaceae","TRUE","FALSE",,"PURPLE",,"This weirdly-named plant is usually found growing singly. It is 3-5” tall and parasitic on other plants, because it has no chlorophyll to manufacture its own food. ",
380,"Owl Clover","Orthocarpus tenuifolius","Orobanchaceae","TRUE","FALSE",,"YELLOW",,"The taxonomy of this plant is confusing and often being revised. It is a close relative of Indian Paintbrush. Formerly in family Scrophulariaceae. Also called Castilleja tenuifolius.",
244,"Brown’s Peony","Paeonia brownii","Paeoniaceae","TRUE","FALSE",,"BROWN",,"The unique brownish bloom and much-lobed, gray-green leaves identify this plant. Not nearly as showy as garden-variety peonies. ",
88,"Dutchman’s Breeches","Dicentra cucullaria","Papaveraceae","TRUE","FALSE",,"WHITE",,"Unmistakable blooms on long, drooping stems. Always in moist areas. ",
517,"Western Larch","Larix occidentalis","Pinaceae","TRUE","FALSE",,"NONE","snag","This is our only deciduous conifer; that is, its needles turn gold in the fall and drop off. The needles are short, 1-2” long in bundles of 10-15.",
266,"Ponderosa Pine","Pinus ponderosa","Pinaceae","TRUE","FALSE",,"NONE","trunk bark, coniferous tree; long needles in groups of 3","Needles on this conifer are 5-6” long and borne in groups of three. Thick bark of mature trees is fire-resistant. Snags of Larch and Ponderosa Pine are used as nest sites for many birds and mammals.",
269,"Ponderosa Pine","Pinus ponderosa","Pinaceae","TRUE","FALSE",,"NONE","needles, staminate cones",,
271,"Ponderosa Pine","Pinus ponderosa","Pinaceae","TRUE","FALSE",,"NONE","snag",,
268,"Ponderosa Pine","Pinus ponderosa","Pinaceae","TRUE","FALSE",,"NONE","tree",,
282,"Douglas-fir","Pseudotsuga menziesii","Pinaceae","TRUE","FALSE",,"NONE",,"A short-needled conifer with distinctive cones (note the bracts extending beneath each cone scale). This and Ponderosa pine are the common conifers of Hells Canyon. Needles found singly on twigs.",
538,"Blue-eyed Mary","Collinsia parviflora","Plantaginaceae","TRUE","FALSE",,"BLUE",,"A tiny spring-blooming plant that seldom exceeds 4” in height.",
399,"Hot Rock Penstemon / Scabland Penstemon","Penstemon deustus","Plantaginaceae","TRUE","FALSE",,"WHITE",,"As its name implies, this white penstemon prefers hot, dry, rocky sites. ",
414,"Shrubby Penstemon","Penstemon fruticosus","Plantaginaceae","TRUE","FALSE",,"PURPLE",,"A very showy semi-shrub, often seen on rocky cliffs. ",
397,"Penstemon","Penstemon sp.","Plantaginaceae","TRUE","FALSE",,"BLUE",,"Another large genus, most of ours are blue, purple, or white, and all have showy spikes of summer-blooming flowers.  Formerly in the Scrophulariaceae family.",
501,"Scarlet Gilia (Skyrocket)","Ipomopsis aggregata","Polemoniaceae","TRUE",,,"RED",,,
277,"Scarlet Gilia (Skyrocket)","Ipomopsis aggregata","Polemoniaceae","TRUE","FALSE",,"RED",,"Hummingbirds love this flower, which comes in shades from light pink to scarlet.",
508,"Snake River Phlox","Phlox colubrina","Polemoniaceae","TRUE","FALSE",,"PINK",,,
294,"Snake River Phlox","Phlox colubrina","Polemoniaceae","TRUE","FALSE",,"PINK",,"A common spring bloom in the grasslands and along the Snake RIver.",
263,"Creamy Buckwheat","Eriogonum heracleiodes","Polygonaceae","TRUE","FALSE",,"WHITE",,"Blooms in summer. Flowers are in groups called umbels at the ends of 12-15” stems. Foliage is grayish green and mostly basal.",
261,"Thyme-leaved Buckwheat","Eriogonum thymoides","Polygonaceae","TRUE","FALSE",,"YELLOW / RED",,"Thyme-leaved buckwheat and creamy buckwheat form semi-shrubby mats 8-15” tall on dry slopes.",
254,"Sheep Sorrel","Rumex acetosella","Polygonaceae","TRUE","FALSE","Non-Native","RED",,"This plant is a good source of Vitamin C. ",
511,"Shooting Star","Dodecatheon pulchellum","Primulaceae","TRUE","FALSE",,"PINK",,,
274,"Shooting Star","Dodecatheon pulchellum","Primulaceae","TRUE","FALSE",,"PINK",,"An early-spring bloomer. Leafless stem above a basal rosette of leaves.",
324,"Sugar Scoop / Vase Flower","Clematis hirsutissima","Ranunculaceae","TRUE","FALSE",,"PURPLE",,"Many of the members of the buttercup family look nothing like a typical “buttercup.” This is a good example.",
325,"Sugar Scoop / Vase Flower","Clematis hirsutissima","Ranunculaceae","TRUE","FALSE",,"PURPLE","seed heads",,
331,"Sugar Scoop / Vase Flower","Clematis hirsutissima","Ranunculaceae","TRUE","FALSE",,"PURPLE",,,
340,"Larkspur","Delphinium sp.","Ranunculaceae","TRUE","FALSE",,"BLUE",,"This native plant is toxic to cattle if eaten in quantity. We have several common species.",
337,"Sage Buttercup","Ranunculus glaberrimus","Ranunculaceae","TRUE","FALSE",,"YELLOW",,"This is one of the first flowers to show up in spring. It is often hidden in the brown grass of winter. ",
353,"Serviceberry / Sarvisberry","Amelanchier alnifolia","Rosaceae","TRUE","FALSE",,"WHITE",,"The first shrub to bloom in spring. Its fruits are dark blue, small and seedy, but good to eat.",
359,"Hawthorn","Crataegus columbiana","Rosaceae","TRUE","FALSE",,"WHITE",,"A shrub that often forms dense thickets. Foliage turns red in fall. Long, straight thorns on stems.",
349,"Prairie Smoke / Old Man’s Whiskers","Geum triflorum","Rosaceae","TRUE","FALSE",,"PINK",,"Very common on grassy slopes and meadows. The name comes from the way extensive patches look when in seed.",
351,"Prairie Smoke","Geum triflorum","Rosaceae","TRUE","FALSE",,"PINK","seed heads",,
344,"Ocean Spray","Holodiscus discolor","Rosaceae","TRUE","FALSE",,"WHITE",,"This shrub is found in partial shade, in pine or Douglas-fir stands. It blooms in mid-summer. ",
346,"Ninebark","Physocarpus malvaceus","Rosaceae","TRUE","FALSE",,"WHITE",,"This low-growing shrub was used by the Nez Perce for its fiber in basket-making. It turns red in the fall. ",
347,"Cinquefoil","Potentilla sp.","Rosaceae","TRUE","BOTH","BOTH","YELLOW",,"This large genus is well-represented in Hells Canyon. Besides several native species, there is a non-native, invasive variety, Potentilla recta (Sulfur Cinquefoil) that has very hairy stems and very pale yellow flowers.",
365,"Chokecherry","Prunus virginiana","Rosaceae","TRUE","FALSE",,"WHITE",,"A tall shrub, usually found close to waterways. Clusters of bright red berries in seed. Birds and bears love them. This was an important food plant for the Nez Perce.",
366,"Wild Rose","Rosa sp.","Rosaceae","TRUE","BOTH","BOTH","PINK",,"Rose hips, the fruit of this plant, are high in Vitamin C. We have several native species as well as non-native invasives.",
360,"Raspberry","Rubus sp.","Rosaceae","TRUE","FALSE",,"WHITE",,"This native does not form big thickets as blackberries do. The berries are delicious. ",
378,"Black Cottonwood","Populus trichocarpa","Salicaceae","TRUE","FALSE",,"NONE",,"Large, fast-growing broadleaf tree found along streams.",
372,"Alum Root","Heuchera cylindrica","Saxifragaceae","TRUE","FALSE",,"WHITE",,"This plant’s root was used medicinally by the Nez Perce and by settlers.",
379,"Prairie Star","Lithophragma parviflorum","Saxifragaceae","TRUE","FALSE",,"WHITE",,"This delicate little plant’s genus is derived from the Latin for “rock breaker.” Apparently it is tougher than it looks. It grows 4-6” tall.",
382,"Butter and Eggs Toadflax","Linaria vulgaris","Scrophulariaceae","TRUE","TRUE",,"YELLOW",,"An invasive weed resembling garden snapdragons, may be harmful to livestock. ",
409,"Mullein","Verbascum thapsis","Scrophulariaceae","TRUE","TRUE","Non-Native","YELLOW",,"The fuzzy, thick leaves of this yellow-flowered plant are distinctive. It grows 4-6’ tall. The photo on the right shows both Mullein (left) and Teasel (right).",
536,"Mullein","Verbascum thapsis","Scrophulariaceae","TRUE","TRUE",,"YELLOW",,,
525,"Stinging Nettle","Urtica dioecea","Urticaceae","TRUE","TRUE",,"WHITE",,"This invasive plant is covered with tiny hairs that irritate skin. Young plants can be carefully gathered and boiled for a spring green.",
421,"Long-spurred Violet","Viola adunca","Violaceae","TRUE","FALSE",,"PURPLE",,"This small purple bloom has a distinct spur visible behind the main petals.",
427,"Mountain Yellow Violet","Viola purpurea","Violaceae","TRUE","FALSE",,"YELLOW","Double check species. ","A yellow version of the common purple-petalled violet.",
476,"Century Plant (Agave)","Agave sp.","Agavaceae",,,,,,,
477,"Century Plant (Agave)","Agave sp.","Agavaceae",,,,,,,
482,"Century Plant (Agave)","Agave sp.","Agavaceae",,,,,,,
483,"Century Plant (Agave)","Agave sp.","Agavaceae",,,,,,,
406,"American Wax Plant
American Thorowax","Buplearum americanum","Apiaceae",,,,,,,
405,"Biscuitroot sp.","Lomatium sp.","Apiaceae",,,,,,,
424,"Yampah","Pterideridea gairdneri","Apiaceae",,,,,,,
425,"Yampah","Pterideridea gairdneri","Apiaceae",,,,,,,
1,"Skunk Cabbage","Lysichitum americanum","Araceae",,,,,,,
9,"Skunk Cabbage","Lysichitum americanum","Araceae",,,,,,,
3,"Showy Milkweed","Asclepias speciosa","Asclepiadaceae",,,,,,,
7,"Showy Milkweed","Asclepias speciosa","Asclepiadaceae",,"FALSE",,,,,
39,"Trail Plant","Adenocaulon bicolor","Asteraceae",,,,,,,
38,"Pearly Everlasting","Anaphalis margaritacea","Asteraceae",,,,,,,
56,"Pearly Everlasting","Anaphalis margaritacea","Asteraceae",,,,,,,
512,"Pussy Toes","Antennaria sp.","Asteraceae",,,,,,,
57,"Heart-leaf Arnica","Arnica cordifolia","Asteraceae",,,,,,,
58,"Heart-leaf Arnica","Arnica cordifolia","Asteraceae",,,,,,,
59,"Yellow Daisy","Arnica latifolia","Asteraceae",,,,,,,
53,"Aster","Aster sp.","Asteraceae",,,,,,,
55,"Hooker’s Balsamroot","Balsamorhiza hookeri","Asteraceae",,"FALSE",,"YELLOW",,,
50,"Arrowleaf Balsamroot","Balsamorhiza sagittata","Asteraceae",,"FALSE",,"YELLOW",,,
51,"Arrowleaf Balsamroot","Balsamorhiza sagittata","Asteraceae",,"FALSE",,"YELLOW",,,
68,"Alpine Chaenactis","Chaenactis alpina","Asteraceae",,,,,,,
64,"Elk Thistle","Cirsiam foliosum","Asteraceae",,"FALSE",,"WHITE",,,
514,"Elk Thistle","Cirsium sp. ","Asteraceae",,"FALSE",,"WHITE",,,
67,"Linear-leaf Daisy","Erigeron linearis","Asteraceae",,,,,,,
52,"Fleabane Daisy","Erigeron sp.","Asteraceae",,"FALSE",,"PURPLE / YELLOW",,,
60,"Fleabane Daisy","Erigeron sp.","Asteraceae",,"FALSE",,"PURPLE / YELLOW",,,
61,"Fleabane Daisy","Erigeron sp.","Asteraceae",,"FALSE",,"PURPLE / YELLOW",,,
54,"Oregon Sunshine / Woolly Yellow Daisy","Eriophyllum lanatum","Asteraceae",,"FALSE",,"YELLOW",,,
82,"Sneeze Weed","Helenium","Asteraceae",,,,,,,
77,"Western Sunflower","Helianthus annuus","Asteraceae",,"FALSE",,"YELLOW",,,
78,"Western Sunflower","Helianthus annuus","Asteraceae",,"FALSE",,"YELLOW",,,
66,"Hawkweed","Hieracium sp.","Asteraceae",,,,,,,
72,"Chocolate Drops","Rudbeckia","Asteraceae",,,,,,,
534,"Groundsel / Butterweed","Senecio sp.","Asteraceae",,"TRUE",,"YELLOW",,,
535,"Townsend’s Daisy","Townsendia sp.","Asteraceae",,,,,,,
529,"Mule’s Ears","Wyethia amplexicaulis","Asteraceae",,,,,,,
92,"False Sunflower","Wyethia helianthoides","Asteraceae",,,,,,,
93,"False Sunflower","Wyethia helianthoides","Asteraceae",,,,,,,
73,"Alpine Composite",,"Asteraceae",,,,,,,
513,"Alpine Composite",,"Asteraceae",,,,,,,
11,"Oregon Grape","Berberis repens","Berberaceae",,,,,,,
20,"Harebell","Campanula","Boraginaceae",,,,,,,
10,"Alpine Forget-Me-Not","Eretrichium nanum","Boraginaceae",,,,,,,
22,"Alpine Forget-Me-Not","Eretrichium nanum","Boraginaceae",,,,,,,
23,"Alpine Forget-Me-Not","Eretrichium nanum","Boraginaceae",,,,,,,
21,"Stickseed","Hackelia","Boraginaceae",,,,,,,
18,"Stickseed","Lappula","Boraginaceae",,,,,,,
518,"Mountain Forget-Me-Not","Lappula or Hackelia (??) ","Boraginaceae",,,,,,,
16,"Mountain Bluebell","Mertensia longifolia","Boraginaceae",,"FALSE",,"BLUE","Would this work to replace 015?",,
17,"Mountain Bluebell","Mertensia longifolia","Boraginaceae",,"FALSE",,"BLUE",,,
36,"Draba","Draba densifolia","Brassicaceae",,,,,,,
43,"Draba","Draba densifolia","Brassicaceae",,,,,,,
41,"Wallflower","Erysimum capitatum","Brassicaceae",,,,,,,
42,"Bladder Pod","Lesquerella sp.","Brassicaceae",,,,,,,
460,"Saguaro","Carnegia gigantea","Cactaceae",,,,,,,
461,"Saguaro","Carnegia gigantea","Cactaceae",,,,,,,
462,"Saguaro","Carnegia gigantea","Cactaceae",,,,,,,
462,"Teddy Bear Cholla","Cylindropuntia sp.","Cactaceae",,,,,,,
480,"Cholla","Cylindropuntia sp.","Cactaceae",,,,,,,
481,"Cholla","Cylindropuntia sp.","Cactaceae",,,,,,,
486,"Cholla","Cylindropuntia sp.","Cactaceae",,,,,,,
487,"Cholla","Cylindropuntia sp.","Cactaceae",,,,,,,
464,"Hedgehog Cactus","Echinocereus sp.","Cactaceae",,,,,,,
465,"Hedgehog Cactus","Echinocereus sp.","Cactaceae",,,,,,,
466,"Hedgehog Cactus","Echinocereus sp.","Cactaceae",,,,,,,
467,"Hedgehog Cactus","Echinocereus sp.","Cactaceae",,,,,,,
471,"Hedgehog Cactus","Echinocereus sp.","Cactaceae",,,,,,,
474,"Hedgehog Cactus","Echinocereus sp.","Cactaceae",,,,,,,
475,"Hedgehog Cactus","Echinocereus sp.","Cactaceae",,,,,,,
468,"Claret Cup","Echinocereus trigochidiatus","Cactaceae",,,,,,,
469,"Claret Cup","Echinocereus trigochidiatus","Cactaceae",,,,,,,
470,"Claret Cup","Echinocereus trigochidiatus","Cactaceae",,,,,,,
452,"Ball Cactus","Mammilaria sp.","Cactaceae",,,,,,,
456,"Ball Cactus","Mammilaria sp.","Cactaceae",,,,,,,
